,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2005-10-21,-7.2977964722196536,-0.1679739029129357,234.0,6.750832811417405,0.010431874375397552,0.011872340273457654,inf,521631921.29,-32044967.720000003,555.0
2005-10-24,-5.643157304539767,-0.12692059006929834,237.0,5.916148298535766,0.010439485299414042,0.011945607560535573,inf,531302860.34,-32451592.44,554.0
2005-10-25,-4.889351166539544,-0.11062711622912838,238.0,7.963547184425488,0.010432524814027328,0.011973958377204861,inf,535835005.33,-32744702.12,554.0
2005-10-26,-4.8108681517916425,-0.10887734752720092,239.0,7.521909460223596,0.010410869533148124,0.011977846649088013,inf,536723107.87,-32744702.12,554.0
2005-10-27,-5.723864899281016,-0.12980396181260961,240.0,8.599641690003239,0.010408218589946196,0.011926777042771938,inf,531728668.22,-32744702.12,554.0
2005-10-28,-5.488528084797675,-0.12351900450874882,241.0,8.380546111439909,0.010388279647443844,0.011936417916759992,inf,533539644.36,-32744702.12,554.0
2005-10-31,-3.713181210282158,-0.08350405972316756,244.0,7.187314961999867,0.010404233777495353,0.012018764123426135,inf,544248173.15,-32802620.69,554.0
2005-11-01,-2.2130325329822664,-0.049658488995373985,245.0,6.884580041266185,0.010434983567346793,0.011900622601267664,inf,553417940.8,-32802620.69,554.0
2005-11-03,-0.9706809022646424,-0.021887487632065876,247.0,7.742889491391131,0.010477548992643318,0.011993617160703721,inf,561116125.42,-32802620.69,554.0
2005-11-04,-2.1086842853187386,-0.047371016055871525,248.0,7.460485149432052,0.010484572329402404,0.011956577668640441,inf,554731307.11,-32802620.69,554.0
2005-11-07,-1.3133389935448534,-0.029292627119704838,251.0,8.111632914949718,0.010490833942404605,0.011909816026911277,inf,559776683.74,-32860170.3,554.0
2005-11-08,-1.2421583876224118,-0.02766617754848015,252.0,7.8640966497146145,0.010470048495306987,0.011912421597576288,inf,560581274.6,-32874375.82,554.0
2005-11-09,-1.4609087704366832,-0.032478970959865384,253.0,8.426375111651724,0.010450204203605368,0.011853635704331364,inf,555603441.66,-36940735.9,552.0
2005-11-10,-1.9621239020899477,-0.043574139033642545,254.0,8.17765291511682,0.010434695223896827,0.011794891550353835,inf,553040283.11,-36940735.9,552.0
2005-11-11,-1.705830367532192,-0.03790210675570528,255.0,9.572553850716412,0.01041565281696658,0.01180357244648007,inf,554941387.21,-36940735.9,552.0
2005-11-14,-2.8874186770120605,-0.0635882555333275,258.0,8.779678442244148,0.010386400891978754,0.011948107260233,inf,548118580.08,-37230735.9,552.0
2005-11-16,-2.19736458885758,-0.048257578700535854,260.0,8.615609238124923,0.01038504182555339,0.011936950937662245,inf,552160816.87,-37894341.449999996,551.0
2005-11-17,-0.6981504766414335,-0.015276639957844125,261.0,8.490564808612296,0.010412369391876808,0.011826906507093766,inf,561317066.97,-37894341.449999996,551.0
2005-11-18,-0.5855203668725684,-0.012768789074022594,262.0,9.03749288770733,0.010392683507430148,0.011830605018526674,inf,562361519.64,-37894341.449999996,551.0
