,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2012-08-08,8.09175304857334,0.11834650648366943,66.0,-2.0392112795230126,0.006586313421083782,0.006343491155311769,1.3037978374191207e+21,479025560.04,104174906.77999999,1.0
2012-08-09,7.980722054442907,0.11795372724835797,67.0,-1.5252705325752447,0.006542384821512671,0.006236180781218836,2.6955193680811393e+21,479470448.82,104970952.42999999,1.0
2012-08-10,8.966744677733995,0.13265214938087114,68.0,-1.5860478649142817,0.006517930754218269,0.00629229322691988,5.590700977242847e+21,484457011.48,106977085.64999999,1.0
2012-08-13,9.215461359410304,0.13481303423346536,71.0,-0.964117783777642,0.006423092032390651,0.0063034528605684275,4.990708238274422e+22,487001463.77,113050100.90999998,1.0
2012-08-14,9.320057695195075,0.13418440202555101,72.0,0.20531053024229293,0.00637927709210528,0.00620725841945028,1.0359338356963e+23,487828072.66,113613611.43999998,1.0
2012-08-15,9.110824837327357,0.12785408490399286,73.0,-0.07880751980196464,0.006344514645784528,0.006111053844237797,2.1489011617223468e+23,487694487.94,114098458.75999998,1.0
2012-08-16,9.729889290119825,0.13501618231276255,74.0,-1.1232352995181185,0.006305001178890152,0.006132423446339728,4.46600197473549e+23,489838874.53,114467495.59999998,1.0
2012-08-17,8.986582870375633,0.12415624536671391,75.0,-0.9398156805466384,0.006299065352456862,0.006062502720436078,9.261459128746428e+23,490226654.59,116900801.14999998,1.0
2012-08-20,9.125766654564025,0.1270159746502231,78.0,-0.8267199394264446,0.006244627943918855,0.005849352434956186,8.262409627258566e+24,498940919.02,130163757.54999997,1.0
2012-08-21,8.931120175063784,0.12527320683941248,79.0,0.0986016376840188,0.006211441119689364,0.0057681656579871175,1.712994656824407e+25,498967359.27,130760124.10999997,1.0
2012-08-22,8.93982099719214,0.12358984889167585,80.0,-0.7154501923305003,0.006174038530060857,0.005692154466739479,3.551486728197083e+25,503376002.97,135157916.58999997,1.0
2012-08-23,8.68806572910002,0.11947079303797511,81.0,0.18486137900674587,0.006143552116895547,0.005616662593472087,7.35768217790506e+25,503418592.38,135924241.23999998,1.0
2012-08-24,9.066721320730705,0.12404468676062,82.0,0.6457098012852633,0.006106128576632232,0.005624261720737742,1.526018379841498e+26,503651778.74,135063501.98,1.0
2012-08-27,9.134849271754314,0.12486768329800822,85.0,0.9883892113985006,0.005999953546928519,0.005567251324788307,1.361325563707893e+27,505300763.08,135111879.49999997,1.0
2012-08-28,8.606158133425657,0.11522557866205335,86.0,0.4317139556820886,0.005982246339622635,0.005562990424536138,2.8189107302906835e+27,503660645.31,134920997.60999998,1.0
2012-08-29,7.9068541094763685,0.10581136616250686,87.0,1.7711436443649027,0.005972586484775385,0.0056278531526644466,5.825772615414572e+27,502826952.56,135985419.86999997,1.0
2012-08-30,8.023921502649117,0.10719098569405737,88.0,2.2859587208692482,0.005938505695510208,0.005622995833056148,1.204425240675258e+28,503828678.15,136641378.34999996,1.0
2012-08-31,7.174872302789262,0.09709650232484997,89.0,2.2558960030537145,0.005936839035676052,0.0055738184144656115,2.4841989630795877e+28,502336266.87,137437706.10999995,1.0
2012-09-03,8.907357105917184,0.11896940960589193,92.0,3.080765264578902,0.005980203708060187,0.005561760758171137,2.1915556398216163e+29,509223799.22,140635077.39999995,1.0
